ingredient_id,ingredient_name,base_category,function_jp,function_en,function_cn,product_count,popularity_score,recommendation_score,raw_material_examples,products
ING-0143,ビフィズス菌BB-12,乳酸菌・プロバイオティクス,腸内環境,Gut Health,肠道健康,8,60,55,"ビフィズス菌BB-12（B. lactis）スターター

＊この原材料は、発酵に用いるビフィズス菌BB-12（B. lactis）の種菌（スターター）です。
＊この種菌を用いて発酵させることで、最終製品中に機能性関与成分であるビフィズス菌BB-12（B. lactis）が摂取目安量当たり40億個含まれるように製品設計されています。なお、発酵乳乳酸菌飲料公正取引協議会が発行している“発酵乳・乳酸菌飲 / ビフィズス菌粉末（生菌） / ビフィズス菌BB-12（B. lactis）",ビフィズスプレーンヨーグルト|ビフィズス菌・ＢＢ（ビービー）‐１２　生きて届いておなかでふえる善玉菌|ベルタプレフローラ|快腸びより|毎日ヨーグルトプレーン|脂肪をひかえたビフィズスプレーンヨーグルト|おいしいなめらかヨーグルト　低脂肪|小岩井　生乳（なまにゅう）１００％プレーンヨーグルト
ING-0150,イチョウ葉フラボノイド配糖体およびイチョウ葉テルペンラクトン,イチョウ葉,認知機能|集中力|血流,Cognitive Function|Concentration|Blood Circulation,认知功能|专注力|血液循环,8,60,55,イチョウ葉抽出物 / イチョウ葉エキス末 / イチョウ葉エキス末（イチョウ葉エキス、グルコース）,イチョウ葉|ギンフラボンＡ（エー）プラス|記憶すまいる　イチョウ葉|イチョウ葉ＵＱ（ユーキュー）|イチョウ葉ＵＱ（ユーキュー）８０|記憶タブレット|記憶タブレット|記憶力対策サプリイチョウ葉プラス
ING-0145,NMN(β-ニコチンアミドモノヌクレオチド),NMN(β-ニコチンアミドモノ,肌の健康|目の健康|抗酸化|睡眠,Skin Health|Eye Health|Antioxidant|Sleep Quality,皮肤健康|眼部健康|抗氧化|睡眠质量,8,56,53,ブロッコリー由来NMN / NMN（β-ニコチンアミドモノヌクレオチド）（中国製造） / β-ニコチンアミドモノヌクレオチド(国内製造),エイジケアプラス　ＮＭＮ（エヌエムエヌ）×アスタキサンチン|Ａｓｓｉｓｔ　ＮＭＮ（アシスト　エヌエムエヌ）　２５０|ＮＭＮ（エヌエムエヌ）×（カケル）卵殻膜|ＴＨＥ　ＮＭＮ１００００（ザ・エヌエムエヌ・１００００）プレミアム＋（プラス）|ビューティーシード　Ｂｒｏｃｃｏｌｉ　ＮＭＮ（ブロッコリー・エヌエムエヌ）|ＡＢＨ（エイビーエイチ）のＮＭＮ（エヌエムエヌ）|ＮＭＮ（エヌエムエヌ）|ＴＨＥ　ＮＭＮ　５０００　ＰＲＥＭＩＵＭ（ザ・エヌエムエヌ・５０００・プレミアム）
ING-0149,赤パプリカ由来キサントフィル,赤パプリカキサントフィル,抗酸化|肌の健康|体脂肪|疲労感|筋肉|腸内環境,Antioxidant|Skin Health|Body Fat|Anti-Fatigue|Muscle Health|Gut Health,抗氧化|皮肤健康|体脂肪|抗疲劳|肌肉健康|肠道健康,8,56,53,パプリカ色素 / パプリカ色素（機能性関与成分：赤パプリカ由来キサントフィル） / 植物性乳酸菌（殺菌）（植物性乳酸菌、ﾃﾞｷｽﾄﾘﾝ）、パプリカ色素,シボラナイトＰＲＥＭＩＵＭ（プレミアム）|シロカル|ホワイエット|ホワイエットプラス|ナチュラホワイト|ＰａｐｒｉＸ（パプリックス）パプリカエクササポート|ＰａｐｒｉＸ（パプリックス）パプリカスキンヴェール|ＰａｐｒｉＸ（パプリックス）パプリカスタイル
ING-0141,ケルセチン配糖体,ケルセチン,関節|筋肉|中性脂肪|腸内環境|体脂肪,Joint Health|Muscle Health|Triglycerides|Gut Health|Body Fat,关节健康|肌肉健康|甘油三酯|肠道健康|体脂肪,9,49,51,"機能性関与成分ケルセチン配糖体：酵素処理ルチン
機能性関与成分乳酸菌K-1（L.casei 327）：乳酸菌 / 機能性関与成分グルコサミン塩酸塩：グルコサミン
機能性関与成分コンドロイチン硫酸：サメ軟骨抽出粉末（コンドロイチン硫酸含有）
機能性関与成分ケルセチン配糖体：酵素処理ルチン
機能性関与成分アンセリン：魚肉抽出粉末（イミダゾールペプチド含有） / フラボノイド",サントリー　グルコサミンアクティブ|ユビオケルセチン|ロコモア　ａ|サントリー　ロコモア|ユビオフラボノイドＢ|ユビオフラボノイドＣ|ロコモア|ロコモアスティック　顆粒|特茶Ｗ（ダブル）
ING-0142,ケルセチン,ケルセチン,アレルギー|中性脂肪|体脂肪,Allergy Relief|Triglycerides|Body Fat,抗过敏|甘油三酯|体脂肪,9,49,51,だったんそば / ケルセチン・植物レシチン / ケルセチン,さらさらゴールド　タマネギ|グズピタ|ケルセチンプラス|プレミアム韃靼そば乾麺Ｂ|北海道産　ＪＡ（ジェイエイ）きたみらい　さらさらゴールド|ケルセチンＵＱ（ユーキュー）|ケル玉（Ｘ）|延寿花　ケルセフィット|延寿花ケルセフィット　鼻すっきり
ING-0158,キウイ由来プロシアニジン,りんご,中性脂肪|体脂肪,Triglycerides|Body Fat,甘油三酯|体脂肪,7,56,51,キウイエキス粉末 / キウイエキス末,アブラカッタブラ|クレンズスリム|メタボストン|リピシア|キポフェン|キポフェンｓ|天使のメルモ
ING-0153,桑葉由来イミノシュガー,桑葉イミノシュガー,血糖値|腸内環境|リラックス|疲労感|中性脂肪|体脂肪|血圧|睡眠|目の健康|筋肉,Blood Sugar|Gut Health|Stress Relief|Anti-Fatigue|Triglycerides|Body Fat|Blood Pressure|Sleep Quality|Eye Health|Muscle Health,血糖调节|肠道健康|放松减压|抗疲劳|甘油三酯|体脂肪|血压|睡眠质量|眼部健康|肌肉健康,7,56,51,"桑葉粉末 / 有胞子性乳酸菌
桑葉末（桑葉（国産）） / 植物性乳酸菌末（殺菌）、桑葉末（桑葉（国産））、GABA",きらめき青汁　ｕｃｈｉｋａｒａ（ウチカラ）|バディスリマ|Ｏｆｆカロ青汁（オフカロアオジル）|Ｗ桑快１００プラス|マルベリータブレット|マルベリーリーフ|生きた乳酸菌と桑の葉がとれる　万田発酵が作った　おいしい青汁
ING-0154,コンドロイチン硫酸,コンドロイチン,関節|筋肉,Joint Health|Muscle Health,关节健康|肌肉健康,7,56,51,"機能性関与成分グルコサミン塩酸塩：グルコサミン
機能性関与成分コンドロイチン硫酸：サメ軟骨抽出粉末（コンドロイチン硫酸含有）
機能性関与成分ケルセチン配糖体：酵素処理ルチン
機能性関与成分アンセリン：魚肉抽出粉末（イミダゾールペプチド含有） / コラーゲンペプチド：コラーゲンペプチド（ゼラチンを含む）（国内製造）
コンドロイチン硫酸：コンドロイチン硫酸含有ムコ多糖たんぱく（豚肉を含む）
ヒアルロン酸：ヒアルロン酸 / 機能性関与成分グルコサミン塩酸塩：グルコサミン
機能性関与成分コンドロイチン硫酸：豚軟骨抽出粉末（コンドロイチン硫酸含有）
機能性関与成分ケルセチン配糖体：酵素処理ルチン
機能性",サントリー　グルコサミンアクティブ|ロコモア　ａ|ひざサポートコラーゲン＋（プラス）|ひざサポートコラーゲンＡ（エー）|サントリー　ロコモア|ロコモア|ロコモアスティック　顆粒
ING-0160,有胞子性乳酸菌 lilac-01,乳酸菌・プロバイオティクス,腸内環境,Gut Health,肠道健康,7,56,51,有胞子性乳酸菌末（オカラ粉末、大豆発酵物、グルコース、有胞子性乳酸菌） / 有胞子性乳酸菌末（オカラ粉末、グルコース、有胞子性乳酸菌） / 有胞子性乳酸菌末（オカラ粉末、有胞子性乳酸菌）,キューサイ　ライラック０１（ゼロワン）乳酸菌Ａ（エー）|ライラック乳酸菌　スタンダード「カプセル」|ライラック乳酸菌　Ｆプラス「カプセル」|北海道生まれの乳酸菌　「スッキリラ」|ライラック乳酸菌　スタンダード（カプセル）|ライラック乳酸菌　スタンダード（分包）|ライラック乳酸菌　Ｆプラス（カプセル）
ING-0148,ヒスチジン,ヒスチジン,筋肉|集中力|疲労感|認知機能,Muscle Health|Concentration|Anti-Fatigue|Cognitive Function,肌肉健康|专注力|抗疲劳|认知功能,8,44,48,ロイシン、フェニルアラニン、リジン、イソロイシン、ヒスチジン、バリン、トリプトファン / ロイシン、リジン、バリン、イソロイシン、スレオニン、フェニルアラニン、メチオニン、ヒスチジン、トリプトファン / ヒスチジン,アミノエールゼリータイプ　ロイシン４０|アミノバイタル　アミノエール|大粒ラムネＳＵＰＥＲ　ＢＯＯＳＴ（スーパーブースト）|歩くサプリａ|毎朝ヒスチジン|脳活セブンアミノａ|アミノエールｂ|大粒ラムネＳＵＰＥＲ（スーパー）
ING-0159,ヒアルロン酸,ヒアルロン酸,肌の健康|関節|睡眠|目の健康,Skin Health|Joint Health|Sleep Quality|Eye Health,皮肤健康|关节健康|睡眠质量|眼部健康,7,49,48,"ヒアルロン酸 / コラーゲンペプチド：コラーゲンペプチド（ゼラチンを含む）（国内製造）
コンドロイチン硫酸：コンドロイチン硫酸含有ムコ多糖たんぱく（豚肉を含む）
ヒアルロン酸：ヒアルロン酸 / コラーゲンペプチド（ゼラチンを含む）、γ-アミノ酪酸（ギャバ）、ヒアルロン酸",のむピュアＨＡ４（エイチエーフォー）|ＳＥＡＣ　（シーク）コラーゲンドリンクトリプルＥＸ（イーエックス）ｃ|からだ巡茶　モイスティア|ひざサポートコラーゲン＋（プラス）|ひざサポートコラーゲンＡ（エー）|美味しいすっぽんスープ　プラス|輝きヒアルＲＩＣＨ　ＰＲＥＭＩＵＭ　ＥＸ（リッチ　プレミアム　イーエックス）
ING-0151,ロスマリン酸,ローズマリー由来成分,疲労感|目の健康|睡眠|リラックス|アレルギー|認知機能|集中力,Anti-Fatigue|Eye Health|Sleep Quality|Stress Relief|Allergy Relief|Cognitive Function|Concentration,抗疲劳|眼部健康|睡眠质量|放松减压|抗过敏|认知功能|专注力,7,49,48,ＧＡＢＡ、ローズマリーエキス末 / ニンニクエキス末（国内製造）、GABA、ローズマリーエキス末 / GABA：GABA、ロスマリン酸：ローズマリーエキス,ノウベルＱｉ（キューアイ）２|榊原の大葉|眠りま専科ａ|機能性表示食品のシソ|気分の力|ＧＡＢＡ（ギャバ）×ロスマリン酸　ｈｅａｌｉｎｇ（ヒーリング）|ＳＡＮＫＹＯ（サンキョウ）ロスマリン酸＆イライラ感
ING-0183,ミヤビスLB,ミヤビスLB,肌の健康,Skin Health,皮肤健康,6,53,48,乳酸菌 / 乳酸菌液,イチオシキムチ|イチオシキムチゴールド|イチオシキムチ辛口|イチオシキムチ２個パック|イチオシ焼肉屋の味キムチ|イチオシ４００億個×３個パック
ING-0168,ビフィズス菌,乳酸菌・プロバイオティクス,腸内環境,Gut Health,肠道健康,6,53,48,ビフィズス菌末 (澱粉、ビフィズス菌乾燥粉末) / ビフィズス菌末 / ビフィズス菌(HN019株),ケフィアプラス|シュッポッポのむヨーグルト|ビフィコロンＳ（エス）|八ヶ岳高原プレーンヨーグルト生乳１００|牧場すこやかヨーグルト|ＨＯＷＡＲＵ　ＢＩＦＩＤＯ（ハワユービフィド）
ING-0165,パプリカ由来カロテノイド,パプリカカロテノイド,骨の健康|関節|筋肉,Bone Health|Joint Health|Muscle Health,骨骼健康|关节健康|肌肉健康,6,53,48,"パプリカ色素 / サケ鼻軟骨抽出物、パプリカ色素 / パプリカ色素
大豆胚芽抽出物
ブラックジンジャー抽出物",キョーリック　プロテオグリカン|ロコムーブ|骨のミカタＡ|骨の味方α|骨の鉄人|骨鉄サプリ
ING-0163,熟成にんにくエキス (指標成分:S-アリルシステイン、アルギニン),熟成にんにくエキス (指標成分,抗酸化|認知機能|睡眠|疲労感|血流,Antioxidant|Cognitive Function|Sleep Quality|Anti-Fatigue|Blood Circulation,抗氧化|认知功能|睡眠质量|抗疲劳|血液循环,6,53,48,熟成にんにくエキス,桃屋のいつもいきいきα|桃屋のいつもいきいきβ|桃屋のいつもいきいきカプセルβ|桃屋のいつもいきいき記憶ケア|桃屋のいつもいきいき認知プラス|桃屋のいつもいきいき＋プラス脳
ING-0169,ビルベリー果実由来アントシアニン,ブルーベリー,目の健康|疲労感,Eye Health|Anti-Fatigue,眼部健康|抗疲劳,6,53,48,ビルベリー果実エキス / ビルベリー果実由来アントシアニン / ビルベリーエキス末,サプリズム　ブルーベリーＡ（エース）|ブルーベリーＥＸ（イーエックス）|目の疲れによるピント調節にブルーベリー|ビルベリーみると|ミルトセレクト　インデナビルベリー|目の元気
ING-0170,ヒハツ由来ピペリン,ヒハツ,血圧|腸内環境|血糖値|中性脂肪|血管の健康,Blood Pressure|Gut Health|Blood Sugar|Triglycerides|Vascular Health,血压|肠道健康|血糖调节|甘油三酯|血管健康,6,53,48,"難消化性デキストリン（食物繊維）
ヒハツ由来ピペリン / ヒハツ抽出物（デキストリン、ヒハツエキス）",ナチュラルケア　タブレット（粒タイプ）|ナチュラルケア　粉末スティック＜ヒハツ＞|プレミアムケア　粉末スティック|血圧が高めの方のタブレット（粒タイプ）ａ|血圧が高めの方の健康緑茶ａ|生活習慣が気になり始めた方の健康緑茶
ING-0177,サイリウム種皮由来の食物繊維,食物繊維,腸内環境|血糖値|血圧|中性脂肪,Gut Health|Blood Sugar|Blood Pressure|Triglycerides,肠道健康|血糖调节|血压|甘油三酯,6,53,48,サイリウム（プランタゴ・オバタ） / サイリウム種皮粉末 / プランタゴオバタ種皮,サイリウムファイバー１００％|トリプルバリア　プレーン|トリプルバリア　果物フレーバー３種アソート|トリプルバリア　甘さすっきりレモン味|トリプルバリア　青りんご味|リズムハーブＳプラス
ING-0178,HMBカルシウム(カルシウム ビス-3-ヒドロキシ-3-メチルブチレートモノハイドレート),カルシウム,骨の健康|筋肉|体脂肪,Bone Health|Muscle Health|Body Fat,骨骼健康|肌肉健康|体脂肪,6,53,48,HMBカルシウム（国内製造） / HMBカルシウム、ブラックジンジャー抽出物 / HMBカルシウム（カルシウム ビス-３-ヒドロキシ-３-メチルブチレートモノハイドレート）,スウェスト|ＳＴＲＥＴＣＨ＋（ストレッチプラス）　筋|えがお　歩く筋力サポート|ファイラＨＭＢ（エイチエムビー）|筋力サポートＨＭＢ（エイチエムビー）カルシウム|ＨＭＢＡｃｔｉｖｅ（エイチエムビーアクティブ）
