ingredient_name,ingredient_id,base_category,function_id,function_tag_jp,function_tag_en,function_tag_cn,product_count_pair,product_count_ingredient,popularity_score,recommendation_score
チャカサポニン,ING-0050,チャカサポニン,F02,血糖値,Blood Sugar,血糖调节,13,41,72,81
S-アリルシステイン,ING-0075,S-アリルシステイン,F08,集中力,Concentration,专注力,13,23,72,73
コーヒー由来クロロゲン酸類,ING-0091,コーヒー由来成分,F02,血糖値,Blood Sugar,血糖调节,13,17,72,69
エラグ酸,ING-0004,エラグ酸,F17,抗酸化,Antioxidant,抗氧化,13,188,72,89
エラグ酸,ING-0004,エラグ酸,F03,血圧,Blood Pressure,血压,13,188,72,89
ビフィズス菌BifiX,ING-0108,乳酸菌・プロバイオティクス,F05,体脂肪,Body Fat,体脂肪,13,13,72,65
イヌリン (食物繊維),ING-0109,食物繊維,F05,体脂肪,Body Fat,体脂肪,13,13,72,65
γ-アミノ酪酸,ING-0058,γ-アミノ酪酸,F09,睡眠,Sleep Quality,睡眠质量,13,34,72,78
ガラクトオリゴ糖,ING-0110,ガラクトオリゴ糖,F01,腸内環境,Gut Health,肠道健康,13,13,72,65
GABA,ING-0001,GABA,F27,血管の健康,Vascular Health,血管健康,13,833,72,89
ブラックジンジャー由来ポリメトキシフラボン,ING-0003,ブラックジンジャーポリメトキシ,F01,腸内環境,Gut Health,肠道健康,13,249,72,89
ブラックジンジャー由来ポリメトキシフラボン,ING-0003,ブラックジンジャーポリメトキシ,F15,肌の健康,Skin Health,皮肤健康,13,249,72,89
ゼアキサンチン,ING-0007,ルテイン,F15,肌の健康,Skin Health,皮肤健康,12,151,70,88
茶カテキン,ING-0026,緑茶カテキン,F04,中性脂肪,Triglycerides,甘油三酯,12,67,70,87
マルトビオン酸,ING-0095,マルトビオン酸,F24,鉄分,Iron,铁元素,12,16,70,68
乳酸菌 シロタ株,ING-0113,乳酸菌・プロバイオティクス,F01,腸内環境,Gut Health,肠道健康,12,12,70,64
りんご由来プロシアニジン,ING-0067,りんご,F15,肌の健康,Skin Health,皮肤健康,12,27,70,74
エルゴチオネイン,ING-0094,エルゴチオネイン,F17,抗酸化,Antioxidant,抗氧化,12,16,70,68
アルロース,ING-0062,アルロース,F02,血糖値,Blood Sugar,血糖调节,12,32,70,77
アラニン・アルギニン・フェニルアラニン混合物,ING-0117,アラニン・アルギニン・フェニル,F05,体脂肪,Body Fat,体脂肪,12,12,70,64
フラクトオリゴ糖,ING-0118,フラクトオリゴ糖,F01,腸内環境,Gut Health,肠道健康,12,12,70,64
イチョウ葉由来フラボノイド配糖体及びイチョウ葉由来テルペンラクトン,ING-0052,イチョウ葉,F20,血流,Blood Circulation,血液循环,12,39,70,80
難消化性デキストリン (食物繊維),ING-0077,食物繊維,F04,中性脂肪,Triglycerides,甘油三酯,11,22,68,71
GABA,ING-0001,GABA,F16,免疫,Immunity,免疫力,11,833,68,87
エラグ酸,ING-0004,エラグ酸,F02,血糖値,Blood Sugar,血糖调节,11,188,68,87
バナバ葉由来コロソリン酸,ING-0037,バナバ葉コロソリン酸,F04,中性脂肪,Triglycerides,甘油三酯,11,55,68,83
植物性乳酸菌K-1,ING-0018,乳酸菌・プロバイオティクス,F09,睡眠,Sleep Quality,睡眠质量,11,75,68,87
サケ鼻軟骨由来II型コラーゲン,ING-0120,コラーゲン,F12,骨の健康,Bone Health,骨骼健康,11,11,68,62
サケ鼻軟骨由来II型コラーゲン,ING-0120,コラーゲン,F13,関節,Joint Health,关节健康,11,11,68,62
エラグ酸,ING-0004,エラグ酸,F01,腸内環境,Gut Health,肠道健康,11,188,68,87
GABA,ING-0001,GABA,F20,血流,Blood Circulation,血液循环,11,833,68,87
インドマンゴスチン由来ガルシノール,ING-0085,インドマンゴスチンガルシノール,F11,疲労感,Anti-Fatigue,抗疲劳,11,19,68,69
大豆イソフラボン,ING-0023,大豆イソフラボン,F15,肌の健康,Skin Health,皮肤健康,11,68,68,86
バナバ葉由来コロソリン酸,ING-0037,バナバ葉コロソリン酸,F19,筋肉,Muscle Health,肌肉健康,11,55,68,83
ガセリ菌SP株,ING-0123,ガセリ菌SP株,F01,腸内環境,Gut Health,肠道健康,11,11,68,62
エリオジクチオール-6-C-グルコシド,ING-0124,エリオジクチオール-6-C-グ,F14,目の健康,Eye Health,眼部健康,11,11,68,62
エリオジクチオール-6-C-グルコシド,ING-0124,エリオジクチオール-6-C-グ,F15,肌の健康,Skin Health,皮肤健康,11,11,68,62
リコピン,ING-0072,リコピン,F15,肌の健康,Skin Health,皮肤健康,11,24,68,72
フコース,ING-0126,フコース,F01,腸内環境,Gut Health,肠道健康,11,11,68,62
フコース,ING-0126,フコース,F05,体脂肪,Body Fat,体脂肪,11,11,68,62
バナバ葉由来コロソリン酸,ING-0037,バナバ葉コロソリン酸,F03,血圧,Blood Pressure,血压,11,55,68,83
L-テアニン,ING-0038,テアニン,F14,目の健康,Eye Health,眼部健康,11,55,68,83
ブラックジンジャー由来ポリメトキシフラボン,ING-0003,ブラックジンジャーポリメトキシ,F10,リラックス,Stress Relief,放松减压,11,249,68,87
ヒハツ由来ピペリン類,ING-0012,ヒハツ,F05,体脂肪,Body Fat,体脂肪,11,96,68,87
セイタカミロバラン果実由来没食子酸,ING-0103,セイタカミロバラン果実没食子酸,F04,中性脂肪,Triglycerides,甘油三酯,10,14,65,64
ラフマ由来ヒペロシド,ING-0016,ラフマヒペロシド,F14,目の健康,Eye Health,眼部健康,10,87,65,86
ラフマ由来イソクエルシトリン,ING-0015,ラフマイソクエルシトリン,F14,目の健康,Eye Health,眼部健康,10,88,65,86
マルトビオン酸,ING-0095,マルトビオン酸,F01,腸内環境,Gut Health,肠道健康,10,16,65,66
マルトビオン酸Ca,ING-0079,マルトビオン酸Ca,F01,腸内環境,Gut Health,肠道健康,10,21,65,69
マルトビオン酸Ca,ING-0079,マルトビオン酸Ca,F24,鉄分,Iron,铁元素,10,21,65,69
有胞子性乳酸菌,ING-0010,乳酸菌・プロバイオティクス,F09,睡眠,Sleep Quality,睡眠质量,10,117,65,86
ガセリ菌CP2305株,ING-0114,ガセリ菌CP2305株,F01,腸内環境,Gut Health,肠道健康,10,12,65,62
ユーグレナグラシリスEOD-1株由来パラミロン,ING-0121,ユーグレナグラシリスEOD-1,F11,疲労感,Anti-Fatigue,抗疲劳,10,11,65,61
サフラン由来クロシン,ING-0105,サフランクロシン,F09,睡眠,Sleep Quality,睡眠质量,10,14,65,64
インドマンゴスチン由来ガルシノール,ING-0085,インドマンゴスチンガルシノール,F09,睡眠,Sleep Quality,睡眠质量,10,19,65,68
インドマンゴスチン由来ガルシノール,ING-0085,インドマンゴスチンガルシノール,F21,肝機能,Liver Health,肝脏健康,10,19,65,68
ホヤ由来プラズマローゲン,ING-0135,ホヤプラズマローゲン,F07,認知機能,Cognitive Function,认知功能,10,10,65,60
葛の花由来イソフラボン,ING-0014,大豆イソフラボン,F19,筋肉,Muscle Health,肌肉健康,10,90,65,86
3-(4-ヒドロキシ-3-メトキシフェニル)プロピオン酸,ING-0025,3-(4-ヒドロキシ-3-メト,F06,コレステロール,Cholesterol,胆固醇,10,68,65,85
カゼインペプチド,ING-0127,カゼインペプチド,F03,血圧,Blood Pressure,血压,10,11,65,61
ブラックジンジャー由来ポリメトキシフラボン,ING-0003,ブラックジンジャーポリメトキシ,F20,血流,Blood Circulation,血液循环,10,249,65,86
殺菌乳酸菌EC-12株,ING-0139,乳酸菌・プロバイオティクス,F01,腸内環境,Gut Health,肠道健康,10,10,65,60
ガセリ菌SP株,ING-0123,ガセリ菌SP株,F05,体脂肪,Body Fat,体脂肪,10,11,65,61
テアニン,ING-0116,テアニン,F07,認知機能,Cognitive Function,认知功能,10,12,65,62
グルコサミン塩酸塩,ING-0044,グルコサミン,F12,骨の健康,Bone Health,骨骼健康,10,48,65,80
ホタテ由来プラズマローゲン,ING-0140,ホタテプラズマローゲン,F07,認知機能,Cognitive Function,认知功能,10,10,65,60
GABA,ING-0001,GABA,F13,関節,Joint Health,关节健康,9,833,63,85
植物性乳酸菌K-1,ING-0018,乳酸菌・プロバイオティクス,F04,中性脂肪,Triglycerides,甘油三酯,9,75,63,85
大麦若葉由来食物繊維,ING-0111,食物繊維,F01,腸内環境,Gut Health,肠道健康,9,12,63,61
植物性乳酸菌K-1,ING-0018,乳酸菌・プロバイオティクス,F10,リラックス,Stress Relief,放松减压,9,75,63,85
植物性乳酸菌K-1,ING-0018,乳酸菌・プロバイオティクス,F11,疲労感,Anti-Fatigue,抗疲劳,9,75,63,85
モノグルコシルルチン,ING-0112,モノグルコシルルチン,F11,疲労感,Anti-Fatigue,抗疲劳,9,12,63,61
モノグルコシルルチン,ING-0112,モノグルコシルルチン,F14,目の健康,Eye Health,眼部健康,9,12,63,61
イチョウ葉由来フラボノイド配糖体,ING-0028,イチョウ葉,F14,目の健康,Eye Health,眼部健康,9,64,63,83
イチョウ葉由来テルペンラクトン,ING-0029,イチョウ葉,F14,目の健康,Eye Health,眼部健康,9,64,63,83
ガセリ菌CP2305株,ING-0114,ガセリ菌CP2305株,F09,睡眠,Sleep Quality,睡眠质量,9,12,63,61
ガセリ菌CP2305株,ING-0114,ガセリ菌CP2305株,F10,リラックス,Stress Relief,放松减压,9,12,63,61
イチョウ葉フラボノイド配糖体,ING-0059,イチョウ葉,F08,集中力,Concentration,专注力,9,34,63,74
イチョウ葉テルペンラクトン,ING-0060,イチョウ葉,F08,集中力,Concentration,专注力,9,33,63,74
ビフィズス菌BB536,ING-0033,乳酸菌・プロバイオティクス,F05,体脂肪,Body Fat,体脂肪,9,59,63,82
ビフィズス菌BB536,ING-0033,乳酸菌・プロバイオティクス,F26,アレルギー,Allergy Relief,抗过敏,9,59,63,82
オリーブ由来ヒドロキシチロソール,ING-0047,オリーブ由来成分,F10,リラックス,Stress Relief,放松减压,9,44,63,78
コーヒー由来クロロゲン酸類,ING-0091,コーヒー由来成分,F05,体脂肪,Body Fat,体脂肪,9,17,63,65
イヌリン(食物繊維),ING-0125,食物繊維,F01,腸内環境,Gut Health,肠道健康,9,11,63,60
ターミナリアベリリカ由来没食子酸,ING-0021,ターミナリアベリリカ没食子酸,F22,尿酸値,Uric Acid,尿酸水平,9,72,63,85
桑の葉由来イミノシュガー,ING-0054,桑の葉イミノシュガー,F05,体脂肪,Body Fat,体脂肪,9,37,63,76
中鎖脂肪酸(オクタン酸、デカン酸),ING-0032,中鎖脂肪酸(オクタン酸、デカン,F19,筋肉,Muscle Health,肌肉健康,9,60,63,82
カゼインペプチド,ING-0127,カゼインペプチド,F02,血糖値,Blood Sugar,血糖调节,9,11,63,60
カゼインペプチド,ING-0127,カゼインペプチド,F04,中性脂肪,Triglycerides,甘油三酯,9,11,63,60
プーアール茶由来没食子酸,ING-0138,プーアール茶没食子酸,F05,体脂肪,Body Fat,体脂肪,9,10,63,59
リコピン,ING-0072,リコピン,F03,血圧,Blood Pressure,血压,9,24,63,70
γ-オリザノール,ING-0136,γ-オリザノール,F04,中性脂肪,Triglycerides,甘油三酯,9,10,63,59
テアニン,ING-0116,テアニン,F08,集中力,Concentration,专注力,9,12,63,61
茶カテキン,ING-0026,緑茶カテキン,F07,認知機能,Cognitive Function,认知功能,9,67,63,84
茶カテキン,ING-0026,緑茶カテキン,F08,集中力,Concentration,专注力,9,67,63,84
リンゴ由来プロシアニジン,ING-0129,りんご,F05,体脂肪,Body Fat,体脂肪,9,11,63,60
スルフォラファングルコシノレート,ING-0041,スルフォラファン,F03,血圧,Blood Pressure,血压,8,51,60,79
植物性乳酸菌K-2,ING-0130,乳酸菌・プロバイオティクス,F26,アレルギー,Allergy Relief,抗过敏,8,10,60,58
没食子酸,ING-0102,没食子酸,F02,血糖値,Blood Sugar,血糖调节,8,14,60,62
松樹皮由来プロシアニジンB1及びB3,ING-0070,りんご,F15,肌の健康,Skin Health,皮肤健康,8,25,60,70
エラグ酸,ING-0004,エラグ酸,F11,疲労感,Anti-Fatigue,抗疲劳,8,188,60,84
大麦若葉由来食物繊維,ING-0111,食物繊維,F15,肌の健康,Skin Health,皮肤健康,8,12,60,60
サラシア由来サラシノール,ING-0019,サラシアサラシノール,F04,中性脂肪,Triglycerides,甘油三酯,8,75,60,84
サケ鼻軟骨由来非変性II型コラーゲン,ING-0063,コラーゲン,F19,筋肉,Muscle Health,肌肉健康,8,30,60,72
大豆イソフラボン,ING-0023,大豆イソフラボン,F19,筋肉,Muscle Health,肌肉健康,8,68,60,83
有胞子性乳酸菌,ING-0010,乳酸菌・プロバイオティクス,F11,疲労感,Anti-Fatigue,抗疲劳,8,117,60,84
グアーガム分解物 (食物繊維),ING-0107,食物繊維,F01,腸内環境,Gut Health,肠道健康,8,13,60,61
グリシン,ING-0132,グリシン,F09,睡眠,Sleep Quality,睡眠质量,8,10,60,58
グリシン,ING-0132,グリシン,F14,目の健康,Eye Health,眼部健康,8,10,60,58
エラグ酸,ING-0004,エラグ酸,F20,血流,Blood Circulation,血液循环,8,188,60,84
ピロロキノリンキノン二ナトリウム塩,ING-0134,ピロロキノリンキノン二ナトリウ,F08,集中力,Concentration,专注力,8,10,60,58
黒大豆ポリフェノール,ING-0122,大豆イソフラボン,F11,疲労感,Anti-Fatigue,抗疲劳,8,11,60,59
ビフィズス菌BB-12,ING-0143,乳酸菌・プロバイオティクス,F01,腸内環境,Gut Health,肠道健康,8,8,60,55
オリーブ由来ヒドロキシチロソール,ING-0047,オリーブ由来成分,F11,疲労感,Anti-Fatigue,抗疲劳,8,44,60,77
ライチおよびチャ由来フラバノール単量体ならびに二量体,ING-0144,ライチおよびチャフラバノール単,F11,疲労感,Anti-Fatigue,抗疲劳,8,8,60,55
ライチおよびチャ由来フラバノール単量体ならびに二量体,ING-0144,ライチおよびチャフラバノール単,F19,筋肉,Muscle Health,肌肉健康,8,8,60,55
難消化性デキストリン,ING-0073,食物繊維,F01,腸内環境,Gut Health,肠道健康,8,24,60,69
本わさび由来6-メチルスルフィニルヘキシルイソチオシアネート(6-MSITC),ING-0146,本わさび6-メチルスルフィニル,F07,認知機能,Cognitive Function,认知功能,8,8,60,55
ビルベリー由来アントシアニン,ING-0031,ブルーベリー,F10,リラックス,Stress Relief,放松减压,8,61,60,82
魚由来コラーゲンペプチド,ING-0147,コラーゲン,F15,肌の健康,Skin Health,皮肤健康,8,8,60,55
クルクミン,ING-0081,ウコン,F07,認知機能,Cognitive Function,认知功能,8,20,60,67
γ-オリザノール,ING-0136,γ-オリザノール,F06,コレステロール,Cholesterol,胆固醇,8,10,60,58
イチョウ葉フラボノイド配糖体およびイチョウ葉テルペンラクトン,ING-0150,イチョウ葉,F07,認知機能,Cognitive Function,认知功能,8,8,60,55
イチョウ葉フラボノイド配糖体およびイチョウ葉テルペンラクトン,ING-0150,イチョウ葉,F08,集中力,Concentration,专注力,8,8,60,55
難消化性デキストリン (食物繊維),ING-0077,食物繊維,F01,腸内環境,Gut Health,肠道健康,7,22,56,66
葛の花由来イソフラボン,ING-0014,大豆イソフラボン,F01,腸内環境,Gut Health,肠道健康,7,90,56,82
スルフォラファングルコシノレート,ING-0041,スルフォラファン,F10,リラックス,Stress Relief,放松减压,7,51,56,78
スルフォラファングルコシノレート,ING-0041,スルフォラファン,F11,疲労感,Anti-Fatigue,抗疲劳,7,51,56,78
GABA,ING-0001,GABA,F21,肝機能,Liver Health,肝脏健康,7,833,56,82
没食子酸,ING-0102,没食子酸,F04,中性脂肪,Triglycerides,甘油三酯,7,14,56,60
没食子酸,ING-0102,没食子酸,F05,体脂肪,Body Fat,体脂肪,7,14,56,60
アスタキサンチン,ING-0008,アスタキサンチン,F08,集中力,Concentration,专注力,7,133,56,82
モリンガ種子由来グルコモリンギン,ING-0074,モリンガ種子グルコモリンギン,F13,関節,Joint Health,关节健康,7,23,56,67
エラグ酸,ING-0004,エラグ酸,F09,睡眠,Sleep Quality,睡眠质量,7,188,56,82
エラグ酸,ING-0004,エラグ酸,F10,リラックス,Stress Relief,放松减压,7,188,56,82
エラグ酸,ING-0004,エラグ酸,F14,目の健康,Eye Health,眼部健康,7,188,56,82
植物性乳酸菌K-1,ING-0018,乳酸菌・プロバイオティクス,F02,血糖値,Blood Sugar,血糖调节,7,75,56,82
桑葉由来イミノシュガー,ING-0153,桑葉イミノシュガー,F02,血糖値,Blood Sugar,血糖调节,7,7,56,51
GABA,ING-0001,GABA,F12,骨の健康,Bone Health,骨骼健康,7,833,56,82
サケ鼻軟骨由来II型コラーゲン,ING-0120,コラーゲン,F19,筋肉,Muscle Health,肌肉健康,7,11,56,57
エラグ酸,ING-0004,エラグ酸,F15,肌の健康,Skin Health,皮肤健康,7,188,56,82
EPA,ING-0043,魚油（DHA・EPA）,F09,睡眠,Sleep Quality,睡眠质量,7,49,56,77
DHA,ING-0040,魚油（DHA・EPA）,F09,睡眠,Sleep Quality,睡眠质量,7,53,56,78
サケ鼻軟骨由来II型コラーゲン,ING-0120,コラーゲン,F15,肌の健康,Skin Health,皮肤健康,7,11,56,57
ヒハツ由来ピペリン類,ING-0012,ヒハツ,F09,睡眠,Sleep Quality,睡眠质量,7,96,56,82
